ID,Description,Entry_ID,Spacy,Parameter_ID
544_sichmehren-1,sich mehren,0,sich mehren,544_sichmehrendargebrachtwerden
544_dargebrachtwerden-2,dargebracht werden,0,dargebracht werden,544_sichmehrendargebrachtwerden
545_sand-1,Sand,0,Sand,545_sandkies
545_kies-2,Kies,0,Kies,545_sandkies
546_meer-1,Meer,0,Meer,546_meer
547_grabdenkmal-1,Grabdenkmal,0,Grabdenkmal,547_grabdenkmalgrabgrabmal
547_grab-2,Grab,0,Grab,547_grabdenkmalgrabgrabmal
547_grabmal-3,Grabmal,0,Grabmal,547_grabdenkmalgrabgrabmal
548_sandig-1,sandig,0,sandig,548_sandigkiesig
548_kiesig-2,kiesig,0,,548_sandigkiesig
549_schweituch-1,Schweißtuch,0,Schweißtuch,549_schweituch
550_krug-1,Krug,0,Krug,550_krug
551_garten-1,Garten,0,Garten,551_garten
552_landmann-1,Landmann,0,Landmann,552_landmannwinzer
552_winzer-2,Winzer,0,Winzer,552_landmannwinzer
553_garten-1,Garten,0,Garten,553_garten
554_weiblichesschaf-1,weibliches Schaf,0,weibliches Schaf,554_weiblichesschafmutterschaf
554_mutterschaf-2,Mutterschaf,0,,554_weiblichesschafmutterschaf
555_glanzend-1,glänzend,0,glänzend,555_glanzendhellmorgendlich
555_hell-2,hell,0,hell,555_glanzendhellmorgendlich
555_morgendlich-3,morgendlich,0,morgendlich,555_glanzendhellmorgendlich
556_ohrring-1,Ohrring,0,Ohrring,556_ohrring
557_ohr-1,Ohr,0,Ohr,557_ohr
558_osten-1,Osten,0,Osten,558_osten
559_ostgoten-1,Ostgoten,0,Ostgoten,559_ostgoten
560_ode-1,öde,0,öde,560_odekinderlosunfruchtbarwustverlassen
560_kinderlos-2,kinderlos,0,kinderlos,560_odekinderlosunfruchtbarwustverlassen
560_unfruchtbar-3,unfruchtbar,0,unfruchtbar,560_odekinderlosunfruchtbarwustverlassen
560_wust-4,wüst,0,wüst,560_odekinderlosunfruchtbarwustverlassen
560_verlassen-5,verlassen,0,verlassen,560_odekinderlosunfruchtbarwustverlassen
561_wuste-1,Wüste,0,Wüste,561_wusteeinode
561_einode-2,Einöde,0,Einöde,561_wusteeinode
562_grovater-1,Großvater,0,Großvater,562_grovater
563_schafherde-1,Schafherde,0,Schafherde,563_schafherde
564_au-1,Au,0,Au,564_au
565_gluck-1,Glück,0,Glück,565_gluckgottlicherschutz
565_gottlicherschutz-2,göttlicher Schutz,0,göttlicher Schutz,565_gluckgottlicherschutz
566_gut-1,gut,0,gut,566_gut
567_danken-1,danken,0,danken,567_dankenpreisen
567_preisen-2,preisen,0,preisen,567_dankenpreisen
568_dank-1,Dank,0,Dank,568_dankdanksagunggnade
568_danksagung-2,Danksagung,0,Danksagung,568_dankdanksagunggnade
568_gnade-3,Gnade,0,Gnade,568_dankdanksagunggnade
569_schafstall-1,Schafstall,0,Schafstall,569_schafstall
570_gromutter-1,Großmutter,0,Großmutter,570_gromutter
571_arune-1,aRune,0,,571_arune
572_leicht-1,leicht,0,leicht,572_leichtgern
572_gern-2,gern,0,gern,572_leichtgern
573_leichtigkeit-1,Leichtigkeit,0,Leichtigkeit,573_leichtigkeitvergnugenlustannehmlichkeitzrune
573_vergnugen-2,Vergnügen,0,Vergnügen,573_leichtigkeitvergnugenlustannehmlichkeitzrune
573_lust-3,Lust,0,Lust,573_leichtigkeitvergnugenlustannehmlichkeitzrune
573_annehmlichkeit-4,Annehmlichkeit,0,Annehmlichkeit,573_leichtigkeitvergnugenlustannehmlichkeitzrune
573_zrune-5,zRune,0,,573_leichtigkeitvergnugenlustannehmlichkeitzrune
574_leicht-1,leicht,0,leicht,574_leichtertraglich
574_ertraglich-2,erträglich,0,erträglich,574_leichtertraglich
575_asche-1,Asche,0,Asche,575_asche
576_ungesauertesbrot-1,ungesäuertes Brot,0,ungesäuertes Brot,576_ungesauertesbrot
577_wenn-1,wenn,0,wenn,577_wenn
578_bett-1,Bett,0,Bett,578_bett
579_kampf-1,Kampf,0,Kampf,579_kampf
580_wohnung-1,Wohnung,0,Wohnung,580_wohnung
581_bank-1,Bank,0,Bank,581_bank
582_baum-1,Baum,0,Baum,582_baum
583_beide-1,beide,0,beide,583_beide
584_wenn-1,wenn,0,wenn,584_wenn
585_zwingen-1,zwingen,0,zwingen,585_zwingennotigen
585_notigen-2,nötigen,0,nötigen,585_zwingennotigen
586_bar-1,Bär,0,Bär,586_bar
587_maulbeerbaum-1,Maulbeerbaum,0,Maulbeerbaum,587_maulbeerbaum
588_tragen-1,tragen,0,tragen,588_tragenleidenerleidengebarenertragen
588_leiden-2,leiden,0,leiden,588_tragenleidenerleidengebarenertragen
588_erleiden-3,erleiden,0,erleiden,588_tragenleidenerleidengebarenertragen
588_gebaren-4,gebären,0,gebären,588_tragenleidenerleidengebarenertragen
588_ertragen-5,ertragen,0,ertragen,588_tragenleidenerleidengebarenertragen
589_berge-1,Berge,0,Berge,589_berge
590_gebirgsgegend-1,Gebirgsgegend,0,,590_gebirgsgegendberggegendgebirge
590_berggegend-2,Berggegend,0,,590_gebirgsgegendberggegendgebirge
590_gebirge-3,Gebirge,0,Gebirge,590_gebirgsgegendberggegendgebirge
591_bergig-1,bergig,0,bergig,591_bergiggebirgig
591_gebirgig-2,gebirgig,0,gebirgig,591_bergiggebirgig
592_bergen-1,bergen,0,bergen,592_bergenbewahrenerhalten
592_bewahren-2,bewahren,0,bewahren,592_bergenbewahrenerhalten
592_erhalten-3,erhalten,0,erhalten,592_bergenbewahrenerhalten
593_berge-1,Berge,0,Berge,593_berge
594_berg-1,Berg,0,Berg,594_berg
595_hell-1,hell,0,hell,595_hellglanzenddeutlichoffen
595_glanzend-2,glänzend,0,glänzend,595_hellglanzenddeutlichoffen
595_deutlich-3,deutlich,0,deutlich,595_hellglanzenddeutlichoffen
595_offen-4,offen,0,offen,595_hellglanzenddeutlichoffen
596_helle-1,Helle,0,Helle,596_helleoffenbarungklarheitverkundigung
596_offenbarung-2,Offenbarung,0,Offenbarung,596_helleoffenbarungklarheitverkundigung
596_klarheit-3,Klarheit,0,Klarheit,596_helleoffenbarungklarheitverkundigung
596_verkundigung-4,Verkündigung,0,Verkündigung,596_helleoffenbarungklarheitverkundigung
597_erscheinung-1,Erscheinung,0,Erscheinung,597_erscheinung
598_offenbaren-1,offenbaren,0,offenbaren,598_offenbaren
599_hell-1,hell,0,hell,599_helloffenbardeutlich
599_offenbar-2,offenbar,0,offenbar,599_helloffenbardeutlich
599_deutlich-3,deutlich,0,deutlich,599_helloffenbardeutlich
600_birke-1,Birke,0,Birke,600_birke
601_bitter-1,bitter,0,bitter,601_bitter
602_bitterkeit-1,Bitterkeit,0,Bitterkeit,602_bitterkeit
603_bitter-1,bitter,0,bitter,603_bitter
604_beide-1,beide,0,beide,604_beide
605_pferdmitblesse-1,Pferd mit Blesse,0,Pferd mit Blesse,605_pferdmitblesse
606_balgbersten-1,Balgbersten,0,,606_balgbersten
607_balg-1,Balg,0,Balg,607_balgschlauchtasche
607_schlauch-2,Schlauch,0,Schlauch,607_balgschlauchtasche
607_tasche-3,Tasche,0,Tasche,607_balgschlauchtasche
608_wei-1,weiß,0,weiß,608_wei
609_salbe-1,Salbe,0,Salbe,609_salbebalsam
609_balsam-2,Balsam,0,Balsam,609_salbebalsam
610_kuhn-1,kühn,0,kühn,610_kuhnfreimutig
610_freimutig-2,freimütig,0,freimütig,610_kuhnfreimutig
611_kuhnheit-1,Kühnheit,0,Kühnheit,611_kuhnheitfreimutfreimutigkeitunerschrockenheit
611_freimut-2,Freimut,0,Freimut,611_kuhnheitfreimutfreimutigkeitunerschrockenheit
611_freimutigkeit-3,Freimütigkeit,0,Freimütigkeit,611_kuhnheitfreimutfreimutigkeitunerschrockenheit
611_unerschrockenheit-4,Unerschrockenheit,0,Unerschrockenheit,611_kuhnheitfreimutfreimutigkeitunerschrockenheit
612_kuhnsein-1,kühn sein,0,kühn sein,612_kuhnseinwagen
612_wagen-2,wagen,0,wagen,612_kuhnseinwagen
613_geschwollen-1,geschwollen,0,geschwollen,613_geschwollenkuhn
613_kuhn-2,kühn,0,kühn,613_geschwollenkuhn
614_ungluck-1,Unglück,0,Unglück,614_ungluckubel
614_ubel-2,Übel,0,Übel,614_ungluckubel
615_bose-1,böse,0,böse,615_boseubel
615_ubel-2,übel,0,übel,615_boseubel
616_bose-1,böse,0,böse,616_boseubel
616_ubel-2,übel,0,übel,616_boseubel
617_bosheit-1,Bosheit,0,Bosheit,617_bosheit
618_pein-1,Pein,0,Pein,618_peinstrafefolterqual
618_strafe-2,Strafe,0,Strafe,618_peinstrafefolterqual
618_folter-3,Folter,0,Folter,618_peinstrafefolterqual
618_qual-4,Qual,0,Qual,618_peinstrafefolterqual
619_martern-1,martern,0,martern,619_marternqualenplagen
619_qualen-2,quälen,0,quälen,619_marternqualenplagen
619_plagen-3,plagen,0,plagen,619_marternqualenplagen
620_band-1,Band,0,Band,620_band
621_gefangener-1,Gefangener,0,Gefangener,621_gefangenergebundener
621_gebundener-2,Gebundener,0,Gebundener,621_gefangenergebundener
622_zeichen-1,Zeichen,0,Zeichen,622_zeichen
623_einzeichengeben-1,ein Zeichen geben,0,ein Zeichen geben,623_einzeichengebenwinkgebenandeutenbezeichnen
623_winkgeben-2,Wink geben,0,Wink geben,623_einzeichengebenwinkgebenandeutenbezeichnen
623_andeuten-3,andeuten,0,andeuten,623_einzeichengebenwinkgebenandeutenbezeichnen
623_bezeichnen-4,bezeichnen,0,bezeichnen,623_einzeichengebenwinkgebenandeutenbezeichnen
624_zeichen-1,Zeichen,0,Zeichen,624_zeichenverabredeteszeichen
624_verabredeteszeichen-2,verabredetes Zeichen,0,verabredetes Zeichen,624_zeichenverabredeteszeichen
625_schlag-1,Schlag,0,Schlag,625_schlagwundeeiterndewundegeschwur
625_wunde-2,Wunde,0,Wunde,625_schlagwundeeiterndewundegeschwur
625_eiterndewunde-3,eiternde Wunde,0,eiternde Wunde,625_schlagwundeeiterndewundegeschwur
625_geschwur-4,Geschwür,0,Geschwür,625_schlagwundeeiterndewundegeschwur
626_bannweite-1,Bannweite,0,,626_bannweite
627_scheuer-1,Scheuer,0,Scheuer,627_scheuerscheune
627_scheune-2,Scheune,0,Scheune,627_scheuerscheune
628_mann-1,Mann,0,Mann,628_mann
629_nichtgrieche-1,Nichtgrieche,0,,629_nichtgriechebarbarauslanderfremder
629_barbar-2,Barbar,0,Barbar,629_nichtgriechebarbarauslanderfremder
629_auslander-3,Ausländer,0,Ausländer,629_nichtgriechebarbarauslanderfremder
629_fremder-4,Fremder,0,Fremder,629_nichtgriechebarbarauslanderfremder
630_bart-1,Bart,0,Bart,630_bart
631_riese-1,Riese,0,Riese,631_riese
632_gerste-1,Gerste,0,Gerste,632_gerste
633_vongerstebereitet-1,von Gerste bereitet,0,von Gerste bereitet,633_vongerstebereitetgerstengersten
633_gersten-2,gersten,0,,633_vongerstebereitetgerstengersten
633_gersten-3,Gersten...,0,Gersten...,633_vongerstebereitetgerstengersten
634_busen-1,Busen,0,Busen,634_busenschobrust
634_scho-2,Schoß,0,Schoß,634_busenschobrust
634_brust-3,Brust,0,Brust,634_busenschobrust
635_kind-1,Kind,0,Kind,635_kind
636_bekindet-1,bekindet,0,,636_bekindet
637_kindlein-1,Kindlein,0,Kindlein,637_kindleinkindchenknablein
637_kindchen-2,Kindchen,0,Kindchen,637_kindleinkindchenknablein
637_knablein-3,Knäblein,0,Knäblein,637_kindleinkindchenknablein
638_kindlicheswesen-1,kindliches Wesen,0,kindliches Wesen,638_kindlicheswesenkinderei
638_kinderei-2,Kinderei,0,,638_kindlicheswesenkinderei
639_kindheit-1,Kindheit,0,Kindheit,639_kindheit
640_kindlich-1,kindlich,0,kindlich,640_kindlichkindisch
640_kindisch-2,kindisch,0,kindisch,640_kindlichkindisch
641_barsch-1,Barsch,0,Barsch,641_barsch
642_frommverehren-1,fromm verehren,0,fromm verehren,642_frommverehrenverehrenkindlichehren
642_verehren-2,verehren,0,verehren,642_frommverehrenverehrenkindlichehren
642_kindlichehren-3,kindlich ehren,0,kindlich ehren,642_frommverehrenverehrenkindlichehren
643_bar-1,bar,0,bar,643_barblo
643_blo-2,bloß,0,bloß,643_barblo
644_beere-1,Beere,0,Beere,644_beere
645_nutzen-1,Nutzen,0,Nutzen,645_nutzenvorteil
645_vorteil-2,Vorteil,0,Vorteil,645_nutzenvorteil
646_gut-1,gut,0,gut,646_gutbessere
646_bessere-2,bessere,0,bessere,646_gutbessere
647_bessere-1,bessere,0,bessere,647_bessere
648_besserwerden-1,besser werden,0,besser werden,648_besserwerden
649_wohnung-1,Wohnung,0,Wohnung,649_wohnung
650_wohnen-1,wohnen,0,wohnen,650_wohnenbewohnen
650_bewohnen-2,bewohnen,0,bewohnen,650_wohnenbewohnen
651_gebieter-1,Gebieter,0,Gebieter,651_gebieter
652_fegen-1,fegen,0,fegen,652_fegen
653_ring-1,Ring,0,Ring,653_ring
654_blasen-1,blasen,0,blasen,654_blasen
655_blase-1,Blase,0,Blase,655_blasebeule
655_beule-2,Beule,0,Beule,655_blasebeule
656_geborener-1,Geborener,0,,656_geborener
657_geboren-1,geboren,0,geboren,657_geboren
658_brett-1,Brett,0,Brett,658_brett
659_bord-1,Bord,0,Bord,659_bordrand
659_rand-2,Rand,0,Rand,659_bordrand
660_burger-1,Bürger,0,Bürger,660_burger
661_bergen-1,bergen,0,bergen,661_bergen
662_turm-1,Turm,0,Turm,662_turmburgstadt
662_burg-2,Burg,0,Burg,662_turmburgstadt
662_stadt-3,Stadt,0,Stadt,662_turmburgstadt
663_stadtmauer-1,Stadtmauer,0,Stadtmauer,663_stadtmauer
664_lust-1,Lust,0,Lust,664_lust
665_wind-1,Wind,0,Wind,665_wind
666_burste-1,Bürste,0,Bürste,666_burste
667_burzel-1,Bürzel,0,Bürzel,667_burzel
668_burde-1,Bürde,0,Bürde,668_burdelast
668_last-2,Last,0,Last,668_burdelast
669_getragen-1,getragen,0,getragen,669_getragen
670_bosheit-1,Bosheit,0,Bosheit,670_bosheitlistbetrug
670_list-2,List,0,List,670_bosheitlistbetrug
670_betrug-3,Betrug,0,Betrug,670_bosheitlistbetrug
671_stoen-1,stoßen,0,stoßen,671_stoenschlagenwerfen
671_schlagen-2,schlagen,0,schlagen,671_stoenschlagenwerfen
671_werfen-3,werfen,0,werfen,671_stoenschlagenwerfen
672_stumm-1,stumm,0,stumm,672_stummtaubdummdumpf
672_taub-2,taub,0,taub,672_stummtaubdummdumpf
672_dumm-3,dumm,0,dumm,672_stummtaubdummdumpf
672_dumpf-4,dumpf,0,dumpf,672_stummtaubdummdumpf
673_hutte-1,Hütte,0,Hütte,673_huttebau
673_bau-2,Bau,0,Bau,673_huttebau
674_leeren-1,leeren,0,leeren,674_leerenentkraftenentbloen
674_entkraften-2,entkräften,0,entkräften,674_leerenentkraftenentbloen
674_entbloen-3,entblößen,0,entblößen,674_leerenentkraftenentbloen
675_streit-1,Streit,0,Streit,675_streit
676_warten-1,warten,0,warten,676_wartenerwarten
676_erwarten-2,erwarten,0,erwarten,676_wartenerwarten
677_sauerteig-1,Sauerteig,0,Sauerteig,677_sauerteigbiestmilch
677_biestmilch-2,Biestmilch,0,,677_sauerteigbiestmilch
678_gesauertes-1,Gesäuertes,0,,678_gesauertesgesauertsein
678_gesauertsein-2,Gesäuertsein,0,,678_gesauertesgesauertsein
679_sauern-1,säuern,0,säuern,679_sauern
680_gesauert-1,gesäuert,0,gesäuert,680_gesauert
681_beien-1,beißen,0,beißen,681_beien
682_streitaxt-1,Streitaxt,0,Streitaxt,682_streitaxtbar
682_bar-2,Bär,0,Bär,682_streitaxtbar
683_recht-1,Recht,0,Recht,683_recht
684_birkenreis-1,Birkenreis,0,,684_birkenreisbrune
684_brune-2,bRune,0,,684_birkenreisbrune
685_eber-1,Eber,0,Eber,685_eber
686_gebarende-1,Gebärende,0,Gebärende,686_gebarendemutter
686_mutter-2,Mutter,0,Mutter,686_gebarendemutter
687_eltern-1,Eltern,0,Eltern,687_eltern
688_um-1,um,0,um,688_umherumanininnerhalbinbetreffubergemabeinachbetreffszu
688_herum-2,herum,0,herum,688_umherumanininnerhalbinbetreffubergemabeinachbetreffszu
688_an-3,an,0,an,688_umherumanininnerhalbinbetreffubergemabeinachbetreffszu
688_in-4,in,0,in,688_umherumanininnerhalbinbetreffubergemabeinachbetreffszu
688_innerhalb-5,innerhalb,0,innerhalb,688_umherumanininnerhalbinbetreffubergemabeinachbetreffszu
688_inbetreff-6,inbetreff,0,,688_umherumanininnerhalbinbetreffubergemabeinachbetreffszu
688_uber-7,über,0,über,688_umherumanininnerhalbinbetreffubergemabeinachbetreffszu
688_gema-8,gemäß,0,gemäß,688_umherumanininnerhalbinbetreffubergemabeinachbetreffszu
688_bei-9,bei,0,bei,688_umherumanininnerhalbinbetreffubergemabeinachbetreffszu
688_nach-10,nach,0,nach,688_umherumanininnerhalbinbetreffubergemabeinachbetreffszu
688_betreffs-11,betreffs,0,betreffs,688_umherumanininnerhalbinbetreffubergemabeinachbetreffszu
688_zu-12,zu,0,zu,688_umherumanininnerhalbinbetreffubergemabeinachbetreffszu
689_auersichgeratenuber-1,außer sich geraten über,0,außer sich geraten über,689_auersichgeratenubersichentsetzenheftigwerden
689_sichentsetzen-2,sich entsetzen,0,sich entsetzen,689_auersichgeratenubersichentsetzenheftigwerden
689_heftigwerden-3,heftig werden,0,heftig werden,689_auersichgeratenubersichentsetzenheftigwerden
690_trachtennach-1,trachten nach,0,trachten nach,690_trachtennachsichbemuhen
690_sichbemuhen-2,sich bemühen,0,sich bemühen,690_trachtennachsichbemuhen
691_hinzufugen-1,hinzufügen,0,hinzufügen,691_hinzufugen
692_sichvermehren-1,sich vermehren,0,sich vermehren,692_sichvermehrenzunehmen
692_zunehmen-2,zunehmen,0,zunehmen,692_sichvermehrenzunehmen
693_lager-1,Lager,0,Lager,693_lager
694_bergen-1,bergen,0,bergen,694_bergenzurstadtmachenbefestigen
694_zurstadtmachen-2,zur Stadt machen,0,zur Stadt machen,694_bergenzurstadtmachenbefestigen
694_befestigen-3,befestigen,0,befestigen,694_bergenzurstadtmachenbefestigen
695_umbinden-1,umbinden,0,umbinden,695_umbindenumwickeln
695_umwickeln-2,umwickeln,0,umwickeln,695_umbindenumwickeln
696_bitte-1,Bitte,0,Bitte,696_bittegebetaufforderung
696_gebet-2,Gebet,0,Gebet,696_bittegebetaufforderung
696_aufforderung-3,Aufforderung,0,Aufforderung,696_bittegebetaufforderung
697_bettler-1,Bettler,0,Bettler,697_bettler
698_bitten-1,bitten,0,bitten,698_bitten
699_bitten-1,bitten,0,bitten,699_bittenbetenbetteln
699_beten-2,beten,0,beten,699_bittenbetenbetteln
699_betteln-3,betteln,0,betteln,699_bittenbetenbetteln
700_verurteilen-1,verurteilen,0,verurteilen,700_verurteilen
701_ubervorteilung-1,Übervorteilung,0,Übervorteilung,701_ubervorteilung
702_ubervorteilen-1,übervorteilen,0,übervorteilen,702_ubervorteilen
703_ubervorteilung-1,Übervorteilung,0,Übervorteilung,703_ubervorteilung
704_umgurten-1,umgürten,0,,704_umgurten
705_gehege-1,Gehege,0,Gehege,705_gehegegarten
705_garten-2,Garten,0,Garten,705_gehegegarten
706_finden-1,finden,0,finden,706_findenantreffenauffinden
706_antreffen-2,antreffen,0,antreffen,706_findenantreffenauffinden
706_auffinden-3,auffinden,0,auffinden,706_findenantreffenauffinden
707_miteinemgrabenumgeben-1,mit einem Graben umgeben,0,mit einem Graben umgeben,707_miteinemgrabenumgeben
708_ublenachrede-1,üble Nachrede,0,üble Nachrede,708_ublenachrede
709_prahlen-1,prahlen,0,prahlen,709_prahlenverleumden
709_verleumden-2,verleumden,0,verleumden,709_prahlenverleumden
710_prahler-1,Prahler,0,,710_prahlerstreitsuchtigermensch
710_streitsuchtigermensch-2,streitsüchtiger Mensch,0,streitsüchtiger Mensch,710_prahlerstreitsuchtigermensch
711_verlachen-1,verlachen,0,verlachen,711_verlachenverspottenauslachen
711_verspotten-2,verspotten,0,verspotten,711_verlachenverspottenauslachen
711_auslachen-3,auslachen,0,auslachen,711_verlachenverspottenauslachen
712_umdrangen-1,umdrängen,0,,712_umdrangen
713_woran-1,woran,0,woran,713_woran
714_zugleichaberauch-1,zugleich aber auch,0,zugleich aber auch,714_zugleichaberauch
715_mitkussenbedecken-1,mit Küssen bedecken,0,mit Küssen bedecken,715_mitkussenbedecken
716_gesetz-1,Gesetz,0,Gesetz,716_gesetz
717_auferlegen-1,auferlegen,0,auferlegen,717_auferlegen
718_ubriglassen-1,übriglassen,0,übriglassen,718_ubriglassen
719_uberrest-1,Überrest,0,Überrest,719_uberrestrest
719_rest-2,Rest,0,Rest,719_uberrestrest
720_belecken-1,belecken,0,,720_beleckenablecken
720_ablecken-2,ablecken,0,ablecken,720_beleckenablecken
721_verspotten-1,verspotten,0,verspotten,721_verspotten
722_aufspurbar-1,aufspürbar,0,,722_aufspurbarerforschtbegreiflich
722_erforscht-2,erforscht,0,erforscht,722_aufspurbarerforschtbegreiflich
722_begreiflich-3,begreiflich,0,begreiflich,722_aufspurbarerforschtbegreiflich
723_bleiben-1,bleiben,0,bleiben,723_bleiben
724_verlassen-1,verlassen,0,verlassen,724_verlassenzurucklassenhinterlassen
724_zurucklassen-2,zurücklassen,0,zurücklassen,724_verlassenzurucklassenhinterlassen
724_hinterlassen-3,hinterlassen,0,hinterlassen,724_verlassenzurucklassenhinterlassen
725_schwellen-1,schwellen,0,schwellen,725_schwellen
726_bilsenkraut-1,Bilsenkraut,0,Bilsenkraut,726_bilsenkraut
727_beschneidung-1,Beschneidung,0,Beschneidung,727_beschneidung
728_beschneiden-1,beschneiden,0,beschneiden,728_beschneiden
729_verhohnen-1,verhöhnen,0,verhöhnen,729_verhohnenverspotten
729_verspotten-2,verspotten,0,verspotten,729_verhohnenverspotten
730_durfen-1,dürfen,0,dürfen,730_durfenerlaubtsein
730_erlaubtsein-2,erlaubt sein,0,erlaubt sein,730_durfenerlaubtsein
731_binde-1,Binde,0,Binde,731_bindeband
731_band-2,Band,0,Band,731_bindeband
732_binden-1,binden,0,binden,732_binden
733_wegnehmen-1,wegnehmen,0,wegnehmen,733_wegnehmenstehlen
733_stehlen-2,stehlen,0,stehlen,733_wegnehmenstehlen
734_auskundschaften-1,auskundschaften,0,auskundschaften,734_auskundschaftenausspionierenausforschen
734_ausspionieren-2,ausspionieren,0,ausspionieren,734_auskundschaftenausspionierenausforschen
734_ausforschen-3,ausforschen,0,ausforschen,734_auskundschaftenausspionierenausforschen
735_uberfallen-1,überfallen,0,überfallen,735_uberfallen
736_berauben-1,berauben,0,berauben,736_beraubenausziehen
736_ausziehen-2,ausziehen,0,ausziehen,736_beraubenausziehen
737_gefahr-1,Gefahr,0,Gefahr,737_gefahr
738_gefahrdet-1,gefährdet,0,gefährdet,738_gefahrdet
739_umringen-1,umringen,0,umringen,739_umringenherumlaufendurchstreifenumdrangenumgebenumherlaufen
739_herumlaufen-2,herumlaufen,0,herumlaufen,739_umringenherumlaufendurchstreifenumdrangenumgebenumherlaufen
739_durchstreifen-3,durchstreifen,0,durchstreifen,739_umringenherumlaufendurchstreifenumdrangenumgebenumherlaufen
739_umdrangen-4,umdrängen,0,,739_umringenherumlaufendurchstreifenumdrangenumgebenumherlaufen
739_umgeben-5,umgeben,0,umgeben,739_umringenherumlaufendurchstreifenumdrangenumgebenumherlaufen
739_umherlaufen-6,umherlaufen,0,umherlaufen,739_umringenherumlaufendurchstreifenumdrangenumgebenumherlaufen
740_murren-1,Murren,0,Murren,740_murrenverleumdung
740_verleumdung-2,Verleumdung,0,Verleumdung,740_murrenverleumdung
741_murrendreden-1,murrend reden,0,murrend reden,741_murrendredenmurren
741_murren-2,murren,0,murren,741_murrendredenmurren
742_nachstellung-1,Nachstellung,0,Nachstellung,742_nachstellunganschlag
742_anschlag-2,Anschlag,0,Anschlag,742_nachstellunganschlag
743_leisesprechen-1,leise sprechen,0,leise sprechen,743_leisesprechensichverschworenbeschlieen
743_sichverschworen-2,sich verschwören,0,sich verschwören,743_leisesprechensichverschworenbeschlieen
743_beschlieen-3,beschließen,0,beschließen,743_leisesprechensichverschworenbeschlieen
744_umsehen-1,umsehen,0,umsehen,744_umsehenansehenbemerkensorgenfursichvorsehenerkennenbetrachten
744_ansehen-2,ansehen,0,ansehen,744_umsehenansehenbemerkensorgenfursichvorsehenerkennenbetrachten
744_bemerken-3,bemerken,0,bemerken,744_umsehenansehenbemerkensorgenfursichvorsehenerkennenbetrachten
744_sorgenfur-4,sorgen für,0,sorgen für,744_umsehenansehenbemerkensorgenfursichvorsehenerkennenbetrachten
744_sichvorsehen-5,sich vorsehen,0,sich vorsehen,744_umsehenansehenbemerkensorgenfursichvorsehenerkennenbetrachten
744_erkennen-6,erkennen,0,erkennen,744_umsehenansehenbemerkensorgenfursichvorsehenerkennenbetrachten
744_betrachten-7,betrachten,0,betrachten,744_umsehenansehenbemerkensorgenfursichvorsehenerkennenbetrachten
745_umgeben-1,umgeben,0,umgeben,745_umgeben
746_befleckung-1,Befleckung,0,Befleckung,746_befleckung
747_besudeln-1,besudeln,0,besudeln,747_besudelnbeflecken
747_beflecken-2,beflecken,0,beflecken,747_besudelnbeflecken
748_besudeltwerden-1,besudelt werden,0,besudelt werden,748_besudeltwerdenbeflecktwerdenverunreinigtwerden
748_beflecktwerden-2,befleckt werden,0,befleckt werden,748_besudeltwerdenbeflecktwerdenverunreinigtwerden
748_verunreinigtwerden-3,verunreinigt werden,0,verunreinigt werden,748_besudeltwerdenbeflecktwerdenverunreinigtwerden
749_herumsitzen-1,herumsitzen,0,herumsitzen,749_herumsitzenherumwohnenumwohnennahewohnen
749_herumwohnen-2,herumwohnen,0,,749_herumsitzenherumwohnenumwohnennahewohnen
749_umwohnen-3,umwohnen,0,,749_herumsitzenherumwohnenumwohnennahewohnen
749_nahewohnen-4,nahe wohnen,0,nahe wohnen,749_herumsitzenherumwohnenumwohnennahewohnen
750_schaben-1,schaben,0,schaben,750_schabenscherenhaareabschneiden
750_scheren-2,scheren,0,scheren,750_schabenscherenhaareabschneiden
750_haareabschneiden-3,Haare abschneiden,0,Haare abschneiden,750_schabenscherenhaareabschneiden
751_umleuchten-1,umleuchten,0,,751_umleuchten
752_bestreichen-1,bestreichen,0,bestreichen,752_bestreichenbeschmierenaufstreichen
752_beschmieren-2,beschmieren,0,beschmieren,752_bestreichenbeschmierenaufstreichen
752_aufstreichen-3,aufstreichen,0,aufstreichen,752_bestreichenbeschmierenaufstreichen
753_zuvorkommen-1,zuvorkommen,0,zuvorkommen,753_zuvorkommenzuvoreilen
753_zuvoreilen-2,zuvoreilen,0,,753_zuvorkommenzuvoreilen
754_bespeien-1,bespeien,0,,754_bespeienanspeien
754_anspeien-2,anspeien,0,,754_bespeienanspeien
755_herumstehen-1,herumstehen,0,herumstehen,755_herumstehenumringen
755_umringen-2,umringen,0,umringen,755_herumstehenumringen
756_anstoen-1,anstoßen,0,anstoßen,756_anstoenanprellen
756_anprellen-2,anprellen,0,,756_anstoenanprellen
757_ansto-1,Anstoß,0,Anstoß,757_ansto
758_ringsum-1,ringsum,0,ringsum,758_ringsum
759_geschaftig-1,geschäftig,0,geschäftig,759_geschaftig
760_abwischen-1,abwischen,0,abwischen,760_abwischenabtrocknen
760_abtrocknen-2,abtrocknen,0,abtrocknen,760_abwischenabtrocknen
761_beschworen-1,beschwören,0,beschwören,761_beschworen
762_umherfuhren-1,umherführen,0,,762_umherfuhrenumherziehendurchziehenmitfuhrendurchwandern
762_umherziehen-2,umherziehen,0,umherziehen,762_umherfuhrenumherziehendurchziehenmitfuhrendurchwandern
